F_RAND,NODE
"[1.0, 1.862924160874419e-23, 0.757975786360225, 0.6536109545351743, 0.7965507214529632, 0.6052499009594908, 1.3027970192292125e-17, 0.9149060542110671, 0.40366683288292154, 7.046451136307905e-18, 0.881445802529212, 0.4722798174219129, 0.4497069113284391, 0.13242908095845995, 2.4974376994209554e-16, 0.5343853493259991, 0.8456222838068627, -2.552790885347589e-17, 0.8010069789627022, 0.6045393637526372, -3.8620273861809934e-16, 0.922513919558613, 0.3859638172433342, -3.360719490777696e-18, 0.8032167857381693, 0.6014261629912115, 0.9365421492887929, -0.3505549922708911, 0.7913927698705376, 0.6113080105778911, 1.1596788388991803e-17, 0.7156577353075387, 0.699049204719732, 0.8200908503691308, 0.5722333415146414, -4.862983019420149e-16, 0.8307569909363123, 0.5595159338617979, 0.7360386485744163, 0.6769114326326554, 1.1800048056536907e-16, 0.8997443668810811, -0.43641731664292066, -3.432240955513357e-16, 0.3910678610631577, 0.9204111994735967, 0.7048655535376716, 0.7099325124729285, 0.8256992126436384, 0.5641106366187287, -6.819226717016422e-15, 0.899196526778677, 0.43754497623681826, 0.7112549232696587, 0.7029350766364042, 5.871036398593451e-17, 0.8951837146776233, 0.17215722111740783, -0.2958490614196751, 0.9552347005172565, 0.055919162846199744, 0.9984352994898035, 1.169596999332026e-14, 0.9998287066236408, 0.01850830657957763, 8.894963654799802e-19, 0.41595863075099526, 0.9093835370754126, 5.944407034647648e-18, 0.8694722759249841, -0.49398174196809985, -4.254014963822501e-18, 0.1278918171956224, 0.99178812411625, 0.5009852862055109, 0.8654466827893051, 2.2726567435950063e-17, 0.09937826772198081, 0.9950497273575496, 7.510843109376603e-15, 0.8888388014161551, -0.4582214386571476, -8.838422836492021e-21, 0.9769344235912124, 0.21353953264645428, -2.73166244946088e-19, 0.34333229439348434, 0.939213998869576, 0.9586075951108145, 0.2847305368175586, 0.26211802481201973, 0.9650358237229607, 4.202727342919898e-18, 0.4573882300419748, 0.8892690248982115, 3.0638992348850134e-17, 0.7748487708279828, 0.6327886191515262, 2.012537627782198e-18, 0.5665735564784105, 0.8240111680671647, 5.710952721168272e-18, -0.5434545184343373, 0.839438614139857, -0.22437843481069694, 0.9745020872445055, -8.683072323615524e-14, -0.2641245522728443, 0.964488580080536, 1.0531115195751535e-12, 1.0002225738193675, 0.12553290258270586, 0.6815829055353403, 0.7361041235471206, 6.2309736378288375e-18, 0.9281573006493118, -0.08355923850885533, 0.033948144559863044, 0.9994235957918824, 1.0475869244199358, 0.34777816278822304, 2.1463401705092413e-18, -0.4151573253239852, 0.9097496332877351, -1.1253215332878456e-13, 0.5948823471207572, 0.8038127848474033, 0.23099212093267146, 0.9729488645270592, 5.984716594413407e-17, 0.9498446976985009, 0.31272200155103663, 2.2816198170878216e-18, 0.25090553805776056, 0.968004503031232, 6.227374827984564e-17, 0.9087556879923127, 0.4190247881589094, -2.1634163794362932e-18, 0.9221972721191218, 0.10079116652597828, 0.950510640343018, -0.3106920060039957, 4.9450161561150225e-22, -0.33130426172701605, 0.9435239722396548, -8.413683827881506e-14, 0.6438689945364974, 0.7651357512720804, 3.4028076339074657e-18, 1.0696129426692347, 0.0317199832549333, -5.891748165886822e-19, 0.7687049700869342, 0.0554582312570659, -0.2623097939796978, 0.9649837160287607, 1.1391839301000356e-12, 0.9192126906442154, -0.45453531889629867, -1.1018658142003182e-18, 0.8346904266198917, -0.395193256456104, 0.9252711450243607, 0.3793063513647836, 2.2607853257703837e-19, 0.7793127790988698, 0.6266351349336253, 4.23241272495279e-19, 0.9513751766477024, 0.30894803141967814, 0.9429943148535604, 0.3535139514220278, -0.5117527475775355, 0.8591327751916001, 5.212453223249651e-13, 0.5479259150073216, 0.8365268624876439, 3.243753007874315e-18, 0.9482424674004886, -0.3175471980953974, -2.1919739045389673e-21, 0.14231564055941417, 0.9898213265292738, 0.9088841023192631, 0.41704878437824444, 0.42064802343547264, 0.9072206334224094, 0.868308846760684, -0.4960239375647493, -4.374045561401651e-21, 0.24084388259498912, 0.9705638692104007, 6.177093679282135e-17, 0.9496572174636686, 0.3132908701498435, -2.2296733948385486e-19, 0.9115063437670161, 0.25379236186110854, 0.31447516161238037, 0.949257581609388, 8.77425467413612e-17, -0.47919038831266203, 0.8777109842201988, 0.9847436350765375, -0.17400656864480923, 0.8117589285034263, 0.5839926728957396, -0.22376251840105493, 0.9746436966649232, 0.8445248845055627, 0.5365559030280038, 5.21132221575458e-18, 0.5563294275506061, 0.8309618330833586, 2.976925912281963e-17, 0.9762336655941792, 0.216720626985146, 2.98665135844085e-20, -0.23048217627337747, 0.97307654707491, 1.0953773336960797, 0.45440538524408874, 2.9768241659970036e-20, 0.4240514850553966, 0.9056380833546886, 1.0905066058178174, 0.031150453178736784, -8.730510727867317e-19, 0.5482229571016274, 0.8363322242427268, 5.717508295543817e-18, 0.20729251262949938, 0.9782790063206754, 0.547858332951969, 0.8365711248991915, 3.0635718715336882e-18, 0.8765816175102589, -0.5325123501286285, 0.9036232293276241, 0.20067048832663936, -0.5231547634705137, 0.8522376977873672, 1.0592625060222544e-13, 0.9818678328979659, 0.1895667658736968, 9.752629351474423e-19, -0.09042689247710316, 0.9959030962482943, -1.8859547256810115e-17, -0.08494448451862449, 0.996385685667226, 0.7601600998018072, 0.6497358099033879, -2.6284660884531643e-17, 0.405365291419859, 0.9141547902364172, 0.8342996765853373, 0.5513112094366007, 4.587662571103552e-18]",6
"[1.0, 1.862924160874419e-23, 0.7570151278880485, 0.6533973493603894, 0.7961245509605677, 0.6051327948139892, -2.340652279249416e-17, 0.9149060542110672, 0.40366683288292154, -2.041155942688888e-18, 0.8814485140799839, 0.47228012558979837, 0.9719689521027464, 0.23510924304214334, 3.189031425935337e-18, 0.533956414141016, 0.8455120033469805, 5.751244049069074e-17, 0.7972289408712404, 0.6036770791063041, 1.815699015854693e-17, 0.9225139195586131, 0.3859638172433342, -1.0628100834455286e-18, 0.7994426623624681, 0.6007423987021884, 0.9365421492887929, -0.3505549922708911, 0.7913927698705376, 0.6113080105778911, 2.774933206001101e-18, 0.7151753914658918, 0.6989450332057634, 0.8200908503691307, 0.5722333415146413, -1.569882463653373e-18, 0.8290114554152139, 0.5592316217789958, 0.7360706010229071, 0.6769047719661174, 4.078562565679782e-17, 0.8997443668810805, -0.43641731664292055, -6.167388867717055e-17, 0.39099414041836245, 0.9203931671630259, 0.7043723970477116, 0.7098306321079925, 0.6743769489599806, 0.4075009993404849, -6.811955680875677e-15, 0.8991965267786769, 0.43754497623681826, 0.7112540392823656, 0.7029350550404263, 2.3714089640191776e-18, 0.9793638215197167, 0.20210518327290428, -0.2958490614196751, 0.9552347005172565, 0.055919162846199716, 0.9984352994898035, 1.1703200496312449e-14, 0.9998287066236408, 0.018508306579577624, 2.5789667855803377e-19, 0.4159586307509952, 0.9093835370754126, 5.944407034647648e-18, 0.8694722759249841, -0.49398174196809985, 2.289002946090495e-19, 0.12789181719562237, 0.99178812411625, 0.5009964604649957, 0.8654493321981092, 3.415560949962359e-17, 0.09937826772198081, 0.9950497273575496, 7.510843109376603e-15, 0.8888379145999751, -0.45822173842991526, -8.838422836492021e-21, 0.9769344235912124, 0.21353953264645428, -2.73166244946088e-19, 0.3433322943934843, 0.939213998869576, 0.9586075951108145, 0.2847305368175586, 0.26211802481201973, 0.9650358237229607, 4.202727342919898e-18, 0.45738575794804803, 0.8892683894227069, 3.0638992348850134e-17, 0.774419962717494, 0.6326718907501531, 2.012537627782198e-18, 0.5665735564784105, 0.8240111680671647, 5.710952721168272e-18, -0.5434545184343373, 0.839438614139857, -0.22437843481069694, 0.9745020872445055, -8.683072323615524e-14, -0.24364688817693153, 0.9771361730003313, 1.0531115195751535e-12, 0.9923684213424092, 0.12330821678659142, 0.6778048674438785, 0.7352418389007876, 6.2309736378288375e-18, 0.9977061721799195, -0.06769338224568072, -0.014071790881725079, 0.9592402947596979, 0.9519366330370282, 0.306295032094242, 2.1463401705092413e-18, -0.4151573253239852, 0.9097496332877351, -1.1253215332878456e-13, 0.5948823471207572, 0.8038127848474033, 0.23100665127337616, 0.9729521710073455, 5.984716594413407e-17, 0.9498446976985009, 0.31272200155103663, 2.2816198170878216e-18, 0.25092006839846526, 0.9680078095115182, 6.227374827984564e-17, 0.9080534998939117, 0.41885420058462514, -2.1634163794362932e-18, 0.9915820748577027, 0.12947968500128987, 0.950510640343018, -0.3106920060039957, 4.9450161561150225e-22, -0.33130426172701605, 0.9435239722396548, -8.413683827881506e-14, 0.6438689945364974, 0.7651357512720804, 3.4028076339074657e-18, 0.999851035585288, 0.01725997220077922, -5.891748165886822e-19, 0.990968002961625, 0.13409853510104514, -0.24183212988378483, 0.9776313089485558, 1.1391839301000356e-12, 0.8874970680125291, -0.46081336164511943, -1.1018658142003182e-18, 0.9325612725785656, -0.36101173511813234, 0.9252711450243607, 0.3793063513647836, 2.2607853257703837e-19, 0.7793127790988698, 0.6266351349336253, 4.23241272495279e-19, 0.9510986866412051, 0.30888717725213294, 0.9373140074026827, 0.3484859416567002, -0.5117527475775355, 0.8591327751916001, 5.212453223249651e-13, 0.5479259150073216, 0.8365268624876439, 3.243753007874315e-18, 0.9482424674004886, -0.3175471980953974, -2.1919739045389673e-21, 0.14231564055941417, 0.9898213265292738, 0.9088841023192631, 0.41704878437824444, 0.42065266039488, 0.9072217696368943, 0.868308846760684, -0.4960239375647493, -4.374045561401651e-21, 0.24084388259498912, 0.9705638692104007, 6.177093679282135e-17, 0.9496572174636686, 0.3132908701498435, -2.2296733948385486e-19, 0.9644631130930514, 0.2642175306248515, 0.31448969195308507, 0.9492608880896742, 8.77425467413612e-17, -0.47919038831266203, 0.8777109842201988, 0.9847445255366708, -0.17400637754506879, 0.8117589285034263, 0.5839926728957396, -0.22376251840105493, 0.9746436966649232, 0.8439577374755196, 0.5364096730642801, 5.21132221575458e-18, 0.5563294275506061, 0.8309618330833586, 2.976925912281963e-17, 0.9762336655941791, 0.216720626985146, 2.98665135844085e-20, -0.2304821762733775, 0.97307654707491, 0.9285539800995243, 0.37119739498395626, 2.9768241659970036e-20, 0.4240514850553966, 0.9056380833546886, 0.9999405166076238, 0.01090702748179796, -8.730510727867317e-19, 0.5482229571016274, 0.8363322242427268, 5.717508295543817e-18, 0.20729251262949938, 0.9782790063206754, 0.547858332951969, 0.8365711248991915, 3.0635718715336882e-18, 0.8418510304228377, -0.5397099615326104, 0.9806385989837861, 0.19582629595973572, -0.5231547634705137, 0.8522376977873672, 1.0592625060222544e-13, 0.9818678328979659, 0.1895667658736968, 9.752629351474423e-19, -0.09042689247710316, 0.9959030962482943, -1.8859547256810115e-17, -0.08494448451862449, 0.996385685667226, 0.7601600998018072, 0.6497358099033879, -2.6284660884531643e-17, 0.405365291419859, 0.9141547902364172, 0.8342996765853373, 0.5513112094366007, 4.587662571103552e-18]",20
"[1.0, 1.862924160874419e-23, 0.7570151278880485, 0.6533973493603894, 0.7961245509605677, 0.6051327948139892, -3.638958304895195e-17, 0.9149060542110672, 0.40366683288292154, -1.2593196401069057e-18, 0.8814485140799839, 0.47228012558979837, 0.9719689521027465, 0.23510924304214365, -2.78407508927866e-17, 0.533956414141016, 0.8455120033469805, 1.0720556776466481e-17, 0.7972289408712404, 0.6036770791063041, -2.866816002889768e-17, 0.9225139195586131, 0.3859638172433342, -1.9089013404099683e-18, 0.7994426623624681, 0.6007423987021884, 0.9365421492887929, -0.3505549922708911, 0.7913927698705376, 0.6113080105778911, 1.7950421552370413e-18, 0.7151753914658918, 0.6989450332057634, 0.8200908503691307, 0.5722333415146413, 4.6082358496178964e-18, 0.8290114554152139, 0.5592316217789958, 0.7360706010229071, 0.6769047719661174, 4.6506006851651456e-17, 0.8997443668810806, -0.43641731664292066, -3.702107174632097e-17, 0.39099414041836245, 0.9203931671630259, 0.7043723970477116, 0.7098306321079925, 0.6281244418969987, 0.21907058491185044, -6.810904744271616e-15, 0.8991965267786769, 0.43754497623681826, 0.7112540392823656, 0.7029350550404263, 3.70700158582682e-18, 0.9793638215197166, 0.20210518327290433, -0.2958490614196751, 0.9552347005172565, 0.055919162846199716, 0.9984352994898035, 1.1703257173649893e-14, 0.9998287066236408, 0.018508306579577624, 8.360988454286628e-19, 0.4159586307509952, 0.9093835370754126, 5.944407034647648e-18, 0.8694722759249841, -0.49398174196809985, 2.8233605593922698e-18, 0.12789181719562237, 0.99178812411625, 0.5009964604649957, 0.8654493321981092, 3.3834966730827626e-17, 0.09937826772198081, 0.9950497273575496, 7.510843109376603e-15, 0.8888379145999751, -0.45822173842991526, -8.838422836492021e-21, 0.9769344235912124, 0.21353953264645428, -2.73166244946088e-19, 0.3433322943934843, 0.939213998869576, 0.9586075951108145, 0.2847305368175586, 0.26211802481201973, 0.9650358237229607, 4.202727342919898e-18, 0.45738575794804803, 0.8892683894227069, 3.0638992348850134e-17, 0.774419962717494, 0.6326718907501531, 2.012537627782198e-18, 0.5665735564784105, 0.8240111680671647, 5.710952721168272e-18, -0.5434545184343373, 0.839438614139857, -0.22437843481069694, 0.9745020872445055, -8.683072323615524e-14, -0.23506959148299217, 0.9908906851372354, 1.0531115195751535e-12, 0.9923684213424092, 0.12330821678659142, 0.6778048674438785, 0.7352418389007876, 6.2309736378288375e-18, 0.9977061721799195, -0.0676933822456807, -0.031160402040721735, 0.9126719578899739, 0.9519366330370281, 0.3062950320942421, 2.1463401705092413e-18, -0.4151573253239852, 0.9097496332877351, -1.1253215332878456e-13, 0.5948823471207572, 0.8038127848474033, 0.23100665127337616, 0.9729521710073455, 5.984716594413407e-17, 0.9498446976985009, 0.31272200155103663, 2.2816198170878216e-18, 0.25092006839846526, 0.9680078095115182, 6.227374827984564e-17, 0.9080534998939118, 0.4188542005846252, -2.1634163794362932e-18, 0.9915820748577026, 0.1294796850012898, 0.950510640343018, -0.3106920060039957, 4.9450161561150225e-22, -0.33130426172701605, 0.9435239722396548, -8.413683827881506e-14, 0.6438689945364974, 0.7651357512720804, 3.4028076339074657e-18, 0.999851035585288, 0.017259972200779194, -5.891748165886822e-19, 0.990968002961625, 0.13409853510104516, -0.2332548331898455, 0.9913858210854599, 1.1391839301000356e-12, 0.8874970680125291, -0.46081336164511943, -1.1018658142003182e-18, 0.9325612725785656, -0.36101173511813234, 0.9252711450243607, 0.3793063513647836, 2.2607853257703837e-19, 0.7793127790988698, 0.6266351349336253, 4.23241272495279e-19, 0.9510986866412051, 0.30888717725213294, 0.9373140074026826, 0.34848594165670005, -0.5117527475775355, 0.8591327751916001, 5.212453223249651e-13, 0.5479259150073216, 0.8365268624876439, 3.243753007874315e-18, 0.9482424674004886, -0.3175471980953974, -2.1919739045389673e-21, 0.14231564055941417, 0.9898213265292738, 0.9088841023192631, 0.41704878437824444, 0.42065266039488, 0.9072217696368943, 0.868308846760684, -0.4960239375647493, -4.374045561401651e-21, 0.24084388259498912, 0.9705638692104007, 6.177093679282135e-17, 0.9496572174636686, 0.3132908701498435, -2.2296733948385486e-19, 0.9644631130930514, 0.2642175306248514, 0.31448969195308507, 0.9492608880896742, 8.77425467413612e-17, -0.47919038831266203, 0.8777109842201988, 0.9847445255366708, -0.17400637754506879, 0.8117589285034263, 0.5839926728957396, -0.22376251840105493, 0.9746436966649232, 0.8439577374755196, 0.5364096730642801, 5.21132221575458e-18, 0.5563294275506061, 0.8309618330833586, 2.976925912281963e-17, 0.9762336655941791, 0.216720626985146, 2.98665135844085e-20, -0.2304821762733775, 0.97307654707491, 0.9285539800995244, 0.3711973949839565, 2.9768241659970036e-20, 0.4240514850553966, 0.9056380833546886, 0.9999405166076238, 0.010907027481797943, -8.730510727867317e-19, 0.5482229571016274, 0.8363322242427268, 5.717508295543817e-18, 0.20729251262949938, 0.9782790063206754, 0.547858332951969, 0.8365711248991915, 3.0635718715336882e-18, 0.8418510304228377, -0.5397099615326104, 0.9806385989837862, 0.19582629595973572, -0.5231547634705137, 0.8522376977873672, 1.0592625060222544e-13, 0.9818678328979659, 0.1895667658736968, 9.752629351474423e-19, -0.09042689247710316, 0.9959030962482943, -1.8859547256810115e-17, -0.08494448451862449, 0.996385685667226, 0.7601600998018072, 0.6497358099033879, -2.6284660884531643e-17, 0.405365291419859, 0.9141547902364172, 0.8342996765853373, 0.5513112094366007, 4.587662571103552e-18]",20
"[1.0, 1.862924160874419e-23, 0.7570151278880485, 0.6533973493603894, 0.7961245509605677, 0.6051327948139892, -5.394395342323781e-17, 0.9149060542110673, 0.40366683288292154, 1.1613319396406387e-17, 0.8814485140799839, 0.47228012558979837, 0.9719689521027467, 0.23510924304214323, 1.6094083176989602e-17, 0.533956414141016, 0.8455120033469805, 1.3070560719512958e-17, 0.7972289408712405, 0.6036770791063041, 3.2036046253182142e-16, 0.922513919558613, 0.3859638172433342, 1.662833587473721e-18, 0.7994426623624681, 0.6007423987021884, 0.9365421492887929, -0.3505549922708911, 0.7913927698705376, 0.6113080105778911, -6.478991213593331e-18, 0.7151753914658918, 0.6989450332057634, 0.8200908503691307, 0.5722333415146413, 6.9049666558876155e-18, 0.8290114554152139, 0.5592316217789959, 0.7360706010229071, 0.6769047719661174, 4.381991234441445e-17, 0.8997443668810803, -0.43641731664292055, -1.5181495936576228e-16, 0.39099414041836245, 0.9203931671630259, 0.7043723970477116, 0.7098306321079925, 0.18228136754210067, -0.0352363224429549, -6.809750268797637e-15, 0.8991965267786769, 0.4375449762368183, 0.7112540392823656, 0.7029350550404263, -6.580448395181636e-18, 0.9793638215197166, 0.20210518327290433, -0.2958490614196751, 0.9552347005172565, 0.0559191628461997, 0.9984352994898035, 1.1722708482910314e-14, 0.9998287066236408, 0.01850830657957762, -8.149622502964781e-19, 0.4159586307509952, 0.9093835370754126, 5.944407034647648e-18, 0.8694722759249841, -0.49398174196809985, -1.808438348141626e-18, 0.12789181719562237, 0.99178812411625, 0.5009964604649957, 0.8654493321981092, 3.573223319307084e-17, 0.09937826772198081, 0.9950497273575496, 7.510843109376603e-15, 0.8888379145999751, -0.45822173842991526, -8.838422836492021e-21, 0.9769344235912124, 0.21353953264645428, -2.73166244946088e-19, 0.3433322943934843, 0.939213998869576, 0.9586075951108144, 0.2847305368175586, 0.26211802481201973, 0.9650358237229607, 4.202727342919898e-18, 0.45738575794804803, 0.8892683894227069, 3.0638992348850134e-17, 0.774419962717494, 0.6326718907501531, 2.012537627782198e-18, 0.5665735564784105, 0.8240111680671647, 5.710952721168272e-18, -0.5434545184343373, 0.839438614139857, -0.22437843481069694, 0.9745020872445055, -8.683072323615524e-14, -0.1721584713702949, 1.0187273788528644, 1.0531115195751535e-12, 0.9923684213424092, 0.12330821678659143, 0.6778048674438785, 0.7352418389007876, 6.2309736378288375e-18, 0.9977061721799195, -0.06769338224568071, -0.17427571173825585, 0.8399936986181288, 0.9519366330370295, 0.3062950320942422, 2.1463401705092413e-18, -0.4151573253239852, 0.9097496332877351, -1.1253215332878456e-13, 0.5948823471207572, 0.8038127848474033, 0.23100665127337616, 0.9729521710073455, 5.984716594413407e-17, 0.9498446976985009, 0.31272200155103663, 2.2816198170878216e-18, 0.25092006839846526, 0.9680078095115182, 6.227374827984564e-17, 0.9080534998939117, 0.4188542005846253, -2.1634163794362932e-18, 0.9915820748577027, 0.12947968500128984, 0.950510640343018, -0.3106920060039957, 4.9450161561150225e-22, -0.33130426172701605, 0.9435239722396548, -8.413683827881506e-14, 0.6438689945364974, 0.7651357512720804, 3.4028076339074657e-18, 0.9998510355852879, 0.01725997220077926, -5.891748165886822e-19, 0.990968002961625, 0.1340985351010451, -0.17034371307714818, 1.019222514801089, 1.1391839301000356e-12, 0.8874970680125291, -0.46081336164511943, -1.1018658142003182e-18, 0.9325612725785656, -0.36101173511813234, 0.9252711450243607, 0.3793063513647836, 2.2607853257703837e-19, 0.7793127790988698, 0.6266351349336253, 4.23241272495279e-19, 0.9510986866412051, 0.308887177252133, 0.9373140074026822, 0.34848594165670016, -0.5117527475775355, 0.8591327751916001, 5.212453223249651e-13, 0.5479259150073216, 0.8365268624876439, 3.243753007874315e-18, 0.9482424674004886, -0.3175471980953974, -2.1919739045389673e-21, 0.14231564055941417, 0.9898213265292738, 0.9088841023192631, 0.4170487843782445, 0.42065266039488, 0.9072217696368943, 0.868308846760684, -0.4960239375647493, -4.374045561401651e-21, 0.24084388259498912, 0.9705638692104007, 6.177093679282135e-17, 0.9496572174636686, 0.3132908701498435, -2.2296733948385486e-19, 0.9644631130930517, 0.2642175306248515, 0.31448969195308507, 0.9492608880896742, 8.77425467413612e-17, -0.47919038831266203, 0.8777109842201988, 0.9847445255366708, -0.17400637754506879, 0.8117589285034263, 0.5839926728957396, -0.22376251840105493, 0.9746436966649232, 0.8439577374755195, 0.5364096730642801, 5.21132221575458e-18, 0.5563294275506061, 0.8309618330833586, 2.976925912281963e-17, 0.9762336655941792, 0.216720626985146, 2.98665135844085e-20, -0.2304821762733775, 0.97307654707491, 0.9285539800995243, 0.37119739498395626, 2.9768241659970036e-20, 0.4240514850553966, 0.9056380833546886, 0.9999405166076237, 0.01090702748179798, -8.730510727867317e-19, 0.5482229571016274, 0.8363322242427268, 5.717508295543817e-18, 0.20729251262949938, 0.9782790063206754, 0.547858332951969, 0.8365711248991915, 3.0635718715336882e-18, 0.8418510304228377, -0.5397099615326104, 0.9806385989837862, 0.1958262959597356, -0.5231547634705137, 0.8522376977873672, 1.0592625060222544e-13, 0.9818678328979659, 0.1895667658736968, 9.752629351474423e-19, -0.09042689247710316, 0.9959030962482943, -1.8859547256810115e-17, -0.08494448451862449, 0.996385685667226, 0.7601600998018072, 0.6497358099033879, -2.6284660884531643e-17, 0.405365291419859, 0.9141547902364172, 0.8342996765853373, 0.5513112094366007, 4.587662571103552e-18]",20
"[1.0, 1.862924160874419e-23, 0.7570151278880485, 0.6533973493603894, 0.7961245509605677, 0.6051327948139892, 3.1978187078544218e-18, 0.9149060542110672, 0.40366683288292154, 2.5436296090425504e-17, 0.8814485140799839, 0.47228012558979837, 0.9719689521027463, 0.23510924304214395, 2.1100211041076995e-17, 0.533956414141016, 0.8455120033469805, 3.0618850459122436e-17, 0.7972289408712405, 0.6036770791063041, 5.2592207127190984e-18, 0.922513919558613, 0.3859638172433342, -4.785263324152706e-18, 0.7994426623624681, 0.6007423987021884, 0.9365421492887929, -0.3505549922708911, 0.7913927698705376, 0.6113080105778911, 1.8352672068997934e-19, 0.7151753914658918, 0.6989450332057634, 0.8200908503691307, 0.5722333415146413, 1.948030653449634e-17, 0.8290114554152137, 0.5592316217789958, 0.7360706010229071, 0.6769047719661174, 1.7120208138869755e-16, 0.8997443668810805, -0.4364173166429204, 5.2036320014158125e-17, 0.39099414041836245, 0.9203931671630259, 0.7043723970477116, 0.7098306321079925, 0.01333165564881822, 0.4491253759569557, -6.8081700193193396e-15, 0.8991965267786769, 0.43754497623681826, 0.7112540392823656, 0.7029350550404263, 9.83218722731928e-18, 0.9793638215197167, 0.20210518327290397, -0.2958490614196751, 0.9552347005172565, 0.055919162846199716, 0.9984352994898035, 1.1691060178993772e-14, 0.9998287066236408, 0.018508306579577624, 1.058411508790981e-18, 0.4159586307509952, 0.9093835370754126, 5.944407034647648e-18, 0.8694722759249841, -0.49398174196809985, 3.9628713083965144e-18, 0.12789181719562237, 0.99178812411625, 0.5009964604649957, 0.8654493321981092, 3.330153773186988e-17, 0.09937826772198081, 0.9950497273575496, 7.510843109376603e-15, 0.8888379145999751, -0.45822173842991526, -8.838422836492021e-21, 0.9769344235912124, 0.21353953264645428, -2.73166244946088e-19, 0.3433322943934843, 0.939213998869576, 0.9586075951108145, 0.2847305368175586, 0.26211802481201973, 0.9650358237229607, 4.202727342919898e-18, 0.45738575794804803, 0.8892683894227069, 3.0638992348850134e-17, 0.774419962717494, 0.6326718907501531, 2.012537627782198e-18, 0.5665735564784105, 0.8240111680671647, 5.710952721168272e-18, -0.5434545184343373, 0.839438614139857, -0.22437843481069694, 0.9745020872445055, -8.683072323615524e-14, -0.1644713922454821, 0.9857869319867492, 1.0531115195751535e-12, 0.9923684213424092, 0.1233082167865914, 0.6778048674438785, 0.7352418389007876, 6.2309736378288375e-18, 0.9977061721799195, -0.06769338224568072, -0.21253665083812168, 0.9565205891483728, 0.9519366330370278, 0.30629503209424247, 2.1463401705092413e-18, -0.4151573253239852, 0.9097496332877351, -1.1253215332878456e-13, 0.5948823471207572, 0.8038127848474033, 0.23100665127337616, 0.9729521710073455, 5.984716594413407e-17, 0.9498446976985009, 0.31272200155103663, 2.2816198170878216e-18, 0.25092006839846526, 0.9680078095115182, 6.227374827984564e-17, 0.9080534998939117, 0.41885420058462525, -2.1634163794362932e-18, 0.9915820748577027, 0.12947968500128967, 0.950510640343018, -0.3106920060039957, 4.9450161561150225e-22, -0.33130426172701605, 0.9435239722396548, -8.413683827881506e-14, 0.6438689945364974, 0.7651357512720804, 3.4028076339074657e-18, 0.999851035585288, 0.017259972200779197, -5.891748165886822e-19, 0.990968002961625, 0.13409853510104505, -0.16265663395233537, 0.9862820679349737, 1.1391839301000356e-12, 0.8874970680125291, -0.46081336164511943, -1.1018658142003182e-18, 0.9325612725785656, -0.36101173511813234, 0.9252711450243607, 0.3793063513647836, 2.2607853257703837e-19, 0.7793127790988698, 0.6266351349336253, 4.23241272495279e-19, 0.9510986866412051, 0.30888717725213294, 0.937314007402683, 0.34848594165669894, -0.5117527475775355, 0.8591327751916001, 5.212453223249651e-13, 0.5479259150073216, 0.8365268624876439, 3.243753007874315e-18, 0.9482424674004886, -0.3175471980953974, -2.1919739045389673e-21, 0.14231564055941417, 0.9898213265292738, 0.9088841023192631, 0.41704878437824444, 0.42065266039488, 0.9072217696368943, 0.868308846760684, -0.4960239375647493, -4.374045561401651e-21, 0.24084388259498912, 0.9705638692104007, 6.177093679282135e-17, 0.9496572174636686, 0.3132908701498435, -2.2296733948385486e-19, 0.9644631130930514, 0.2642175306248515, 0.31448969195308507, 0.9492608880896742, 8.77425467413612e-17, -0.47919038831266203, 0.8777109842201988, 0.9847445255366708, -0.17400637754506879, 0.8117589285034263, 0.5839926728957396, -0.22376251840105493, 0.9746436966649232, 0.8439577374755198, 0.5364096730642801, 5.21132221575458e-18, 0.5563294275506061, 0.8309618330833586, 2.976925912281963e-17, 0.9762336655941791, 0.21672062698514602, 2.98665135844085e-20, -0.2304821762733775, 0.97307654707491, 0.9285539800995242, 0.37119739498395654, 2.9768241659970036e-20, 0.4240514850553966, 0.9056380833546886, 0.9999405166076238, 0.010907027481797914, -8.730510727867317e-19, 0.5482229571016274, 0.8363322242427268, 5.717508295543817e-18, 0.20729251262949938, 0.9782790063206754, 0.547858332951969, 0.8365711248991915, 3.0635718715336882e-18, 0.8418510304228377, -0.5397099615326104, 0.9806385989837861, 0.19582629595973572, -0.5231547634705137, 0.8522376977873672, 1.0592625060222544e-13, 0.9818678328979659, 0.1895667658736968, 9.752629351474423e-19, -0.09042689247710316, 0.9959030962482943, -1.8859547256810115e-17, -0.08494448451862449, 0.996385685667226, 0.7601600998018072, 0.6497358099033879, -2.6284660884531643e-17, 0.405365291419859, 0.9141547902364172, 0.8342996765853373, 0.5513112094366007, 4.587662571103552e-18]",20
