PG_IDX,Power,INFEASIBLE,Constraint_Distance,Constraint,SNBS,SNBS_u,SNBS_ω,SURV,SURV_u,SURV_ω,NodeClass,degree,betweenness
-4753569881913528626,0.28457575133492835,0.0,1.0,1.0,1.0,1.0,1.0,0.896,0.896,1.0,Root,3,0.0202020202020202
-4753569881913528626,-0.8761038748522456,0.0,2.0,0.0,0.916,0.916,0.916,0.308,0.308,0.868,Bulk,2,0.0
-4753569881913528626,-0.09364565387896555,0.0,2.0,0.0,1.0,1.0,1.0,0.392,0.392,0.92,Bulk,2,0.0004638218923933209
-4753569881913528626,-0.42697253615612546,0.132,1.0,0.0,0.86,0.86,0.86,0.372,0.372,0.86,Bulk,2,0.013107263107263106
-4753569881913528626,0.08958162703554824,0.0,1.0,1.0,1.0,1.0,1.0,0.656,0.656,1.0,Bulk,2,0.0
-4753569881913528626,0.18677959061503746,0.0,3.0,1.0,1.0,1.0,1.0,0.54,0.54,1.0,Inner Tree Node,2,0.0202020202020202
-4753569881913528626,-0.28817435552672926,0.0,1.0,0.0,0.996,0.996,1.0,0.58,0.58,1.0,Root,3,0.026949769806912667
-4753569881913528626,-0.4627785505062745,0.0,1.0,0.0,1.0,1.0,1.0,0.324,0.324,0.984,Inner Tree Node,2,0.0202020202020202
-4753569881913528626,-0.7922598060382605,0.0,1.0,0.0,0.752,0.752,0.752,0.316,0.316,0.752,Sparse Sprout,1,0.0
-4753569881913528626,0.3649813803514292,0.008,2.0,1.0,0.988,0.988,0.992,0.812,0.812,0.992,Dense Sprout,1,0.0
-4753569881913528626,-0.3002060216660575,0.0,2.0,0.0,1.0,1.0,1.0,0.264,0.264,1.0,Proper Leave,1,0.0
-4753569881913528626,0.6469744977980448,0.0,1.0,1.0,1.0,1.0,1.0,0.728,0.728,1.0,Bulk,2,0.0
-4753569881913528626,0.5775252861746931,0.0,1.0,1.0,1.0,1.0,1.0,0.6,0.6,1.0,Bulk,2,0.0
-4753569881913528626,0.42523771266520216,0.064,1.0,0.0,0.932,0.932,0.932,0.236,0.236,0.932,Proper Leave,1,0.0
-4753569881913528626,-0.38167605129306414,0.012,2.0,1.0,0.952,0.952,0.988,0.552,0.552,0.988,Sparse Sprout,1,0.0
-4753569881913528626,-0.9712082743131941,0.172,1.0,0.0,0.808,0.808,0.808,0.344,0.344,0.808,Bulk,2,0.020230978394243697
-4753569881913528626,-0.0003906173666163889,0.004,1.0,0.0,0.996,0.996,0.996,0.348,0.348,0.996,Proper Leave,1,0.0
-4753569881913528626,-0.49252736702767785,0.004,2.0,1.0,0.884,0.884,0.908,0.492,0.492,0.908,Proper Leave,1,0.0
-4753569881913528626,-0.7532103572522101,0.008,1.0,1.0,0.96,0.96,0.992,0.96,0.96,0.992,Root,4,0.042506699649556785
-4753569881913528626,0.6150173237756307,0.004,1.0,1.0,0.872,0.872,0.996,0.872,0.872,0.996,Proper Leave,1,0.0
